from	to	interaction_count	edge_betweenness
647	11220	1	3.27588044566145
647	11276	0.95	2.30035252583281
647	11390	0.97	2.54821185482545
647	12131	1	1.11559139784946
647	12537	0.84	7.6550614207788
655	1593	1	6.05716957140744
655	1967	0.92	6.45360244387209
655	1970	1	7.18474377683431
655	2843	0.86	13.9117952559797
655	2893	0.79	22.8057215778881
655	3581	1	3.8901116480613
655	3990	0.6	27.0520600966354
655	5492	0.99	7.33320158136413
655	7103	1	12.8690511430324
655	8370	0.99	7.79507029816417
655	10014	0.6	18.1603371139714
655	10207	0.94	10.2454134255882
655	11011	0.64	29.6640663435159
655	12239	0.78	13.8938103451514
655	12279	0.79	21.2449634718418
664	1467	0.99	3.49089173405211
664	1593	0.54	21.0490922118928
664	2735	1	6.96632893049561
664	2893	0.54	21.7176703860848
664	2921	0.81	15.6938634609384
664	3332	1	5.10003397705692
664	3581	0.75	18.2791172300396
664	4007	1	8.94199341461247
664	5528	1	5.79254911553933
664	6246	1	5.48541180840202
664	6909	1	6.49859584658606
664	7103	0.58	22.1467564200015
664	9455	1	8.94199341461247
664	10176	1	3.178475392224
664	10207	0.84	5.31843247161835
664	10664	0.91	12.4507334209927
664	12239	0.73	30.0789191712884
664	11220	0.99	4.10152029967294
664	11276	1	8.96795926868217
664	11390	1	9.04751509810968
664	12131	1	5.48541180840202
692	1763	1	43.7058441558442
692	2217	0.99	43.7058441558442
692	3453	0.99	43.7058441558442
692	3627	0.88	41.0438907054676
692	3826	0.92	43.7058441558442
692	3888	0.63	283.039401427752
692	5233	0.96	43.7058441558442
692	5819	0.99	43.7058441558442
692	5942	0.99	43.7058441558442
692	6086	0.99	43.7058441558442
692	6096	0.99	43.7058441558442
692	6993	0.98	54.6985875720947
692	7232	0.98	43.7058441558442
692	8153	0.99	26.2605117538419
692	9052	0.99	54.6985875720947
692	9286	0.8	116.753516225278
692	9437	0.55	360.582815753695
692	10088	0.93	41.0438907054676
692	12727	0.99	43.7058441558442
880	2067	0.92	4.48193218641218
880	2893	1	12.0542745996693
880	3046	0.85	8.68834042439559
880	8203	0.89	12.3903527375179
880	9917	0.9	12.6626387108345
880	11011	0.86	5.85803009769728
880	11220	0.66	46.9154787798316
880	12746	0.77	9.25117384720026
957	2002	1	3.7946491277631
957	2735	0.88	5.5040106528842
957	2921	1	7.44141961233047
957	3332	0.66	8.81805586481532
957	3888	0.98	28.7888966916027
957	3990	0.5	6.04394620631102
957	4007	0.87	4.64143706029399
957	5208	1	1.49410290530834
957	5528	0.78	7.76907043785903
957	6246	0.91	8.16245216794202
957	6909	0.84	6.14877771455507
957	7977	1	1.09642857142857
957	9437	0.96	28.847349176164
957	9455	0.87	4.64143706029399
957	10425	0.91	12.8846074832954
957	10664	0.57	17.0131692933437
957	11276	0.82	4.56829218831011
957	11390	0.83	5.17350776736469
957	12131	0.88	8.16245216794202
957	12537	1	1.09642857142857
1467	2002	0.9	10.6990609999584
1467	2735	1	3.29525823609978
1467	2893	0.74	26.2085472140596
1467	2921	0.99	10.040539679012
1467	3332	1	2.45827063149327
1467	3990	0.57	9.31136950532699
